1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,35-Employee Other,61080,Staff Others,Actual,,,,,,,,,,,,,-278.50,-278.50,-278.50,-278.50,"-1,148.06","-2,788.50",-288.82,"11,157.73",-655.33,-655.33,-655.33,-655.33,"-1,143.21","-1,150.98","-1,828.83",-618.82,-904.83,"-2,483.76",-591.93,-601.99,"-1,801.59","5,270.45","4,285.58",261.87,"-1,147.18","-1,515.01","-1,029.01","-1,008.99","9,844.77","-3,511.56","7,904.41","2,443.50",993.06,"-1,222.87","-1,150.85","-1,131.71","-1,128.80","-1,126.68","-1,133.12","-1,102.36","-1,108.52","-6,626.00","-1,467.00","-1,070.28","-1,313.22","-1,225.00","-1,218.21","-1,125.56","-1,292.17","-2,882.53","-2,040.00","-3,392.23",-878.11,"-10,487.06","-2,279.10","9,662.39","-1,600.00","-2,000.00","-1,600.00","2,139.69","-1,609.17","-1,727.72","-1,707.56","-1,647.60","-1,735.56","-11,105.18","-1,756.75","5,355.26","-1,906.36","-1,899.13","-1,704.07","-1,698.35","-3,398.80","-1,698.47",-39.68,"-1,746.57","-1,931.48","-2,319.32","-2,950.19","-1,607.82","-2,173.15","-2,216.81","-2,126.44","-2,215.74","-1,998.36","-2,653.92","-2,776.25","-3,317.40","-1,887.46","-4,474.42","-3,317.40","-3,208.48","-3,380.36","-3,948.88","-3,265.68","-1,120.66","-4,878.65","-4,035.26","-3,208.48","-1,679.23","-3,240.68","-9,878.61","-4,010.60","-2,242.54","-2,211.67","-4,031.73","-2,713.17","-2,988.05","-3,688.30","-2,624.66","-2,444.47","-3,810.35","-3,384.85","-3,484.79","-4,028.71"
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,35-Employee Other,61120,Staff Uniforms,Actual,,,,,,,,,,,,,,,,,"-2,702.66","-1,170.64","-1,198.10",-958.48,-718.86,,,"-5,320.30",,,"-1,728.56",,-184.77,-258.70,-10.00,-623.33,-923.41,"-4,725.70",-750.41,,,,"-2,504.99","-1,253.70",-922.62,"-6,146.67","-1,113.75","-2,791.36","-2,425.14","-2,466.64",-718.75,"-1,367.23","-2,644.08","-3,945.24","-1,820.78",-90.91,,"-1,065.74","-1,065.74","-2,714.05",-947.04,"-1,838.89","-1,845.39","3,337.84",-12.00,"-2,411.40",-595.85,-561.55,"-1,164.95",-514.75,-645.95,,-40.91,"-1,140.88",,-669.93,-470.85,-500.00,-569.00,0.00,-595.04,,,"-1,819.00","-2,047.59",,-121.00,"-5,111.10",,,,,-407.50,,,,-56.75,,,"-1,138.50",,"-1,647.59","-1,475.16",-501.26,-241.44,318.26,321.75,-135.35,"-1,100.86",544.83,427.27,-186.64,-453.52,0.00,-328.77,"-1,868.55",-793.30,-793.30,-630.84,-196.00,-670.26,-97.50,-320.40,-212.50,-212.50,"-1,352.08",104.99,-448.90,185.30,-305.01,-837.41
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,35-Employee Other,61130,Staff Welfare,Actual,,,,,,,,,,-812.36,"-1,110.34",-199.23,-110.54,-40.00,-48.87,-367.95,-102.39,-35.00,-97.23,-57.73,-463.01,,-162.19,-51.82,,-162.86,-51.45,-48.00,,,-257.33,-154.68,,-683.76,,-53.59,-67.18,-824.87,-317.82,-829.75,-883.91,-110.45,-433.87,-423.57,-284.03,-370.75,-129.53,-106.08,-413.80,-663.94,-44.94,-184.85,-443.21,-533.97,-766.83,-582.02,-568.95,-196.54,-216.71,,-114.74,-115.45,-50.00,-532.81,-486.27,-380.95,-618.27,-539.18,-404.62,-784.11,-701.45,-705.32,-124.37,-72.00,-542.86,-573.83,-693.55,-516.37,-764.35,-718.59,-538.93,-716.64,-326.28,"-1,220.74",-90.09,,,-69.64,-6.36,-374.00,-154.26,,,-228.55,-72.72,,-159.08,-1.95,-442.65,0.00,-408.45,"-1,204.09",-361.82,-704.08,-418.24,"-1,339.33",-861.00,-134.54,0.00,0.00,-215.90,-97.72,0.00,0.00,-76.36,0.00,-111.77,0.00,-48.17,-88.31,0.00,-118.55,-169.46,0.00,0.00,0.00,-389.22
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,37-Training,61110,Staff Training,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,-634.54,,-134.81,-326.45,"-1,047.00",,,-541.00,-342.00,,,,,,,,,,,,,,,,,,,-187.72,,,,,,,"-1,314.00",,,,,-644.30,,,-730.00,-359.10,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,38-Bonus,61170,Salaries & Wages - Bonus,Actual,,,,,,,,,,,,,,,,,,"-5,500.00",,,,,,,,,,,,"-1,000.00",,,,,,,,,,,,"-2,402.00",,,,,,,,,,,,"-19,505.00",,,,"-41,270.00",,,,,,,,"-15,804.00",,,,,,,,,,,,"-13,804.00",,,,,,,,,,,,"-6,304.00",,,,,,,,,0.00,0.00,0.00,"-11,603.00",0.00,0.00,0.00,0.00,"11,603.00",0.00,0.00,0.00,0.00,0.00,0.00,"-11,103.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,39-Temp Staff,61180,Salaries & Wages Temp Staff,Actual,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,-250.00,"-1,750.00","-1,400.00","-1,350.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-3,918.00","-6,352.50","-16,367.70","-5,975.50","-12,818.04","-4,053.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,350.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,700.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,750.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,350.00","-1,780.02","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,713.68","-1,400.00",-700.00,"-2,100.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00","-1,400.00","-1,400.00","-1,750.00"
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,40-HR recharge,61185,Salary & Wages Recharge,Actual,0.00,,,,,,,,,"-7,517.10","-9,602.13","-12,517.79","-13,011.26","-10,426.89","-10,221.17","-13,796.29","-11,303.42","-12,999.31","-14,681.55","-11,248.53","-10,989.76","-12,886.75","-10,413.23","-9,919.06","-13,308.63","-10,678.67","-10,289.88","-14,514.66","-11,878.80","-13,552.44","-14,386.89","-11,214.23","-11,108.22","-13,298.74","-10,089.62","-9,862.97","-11,460.42","-9,107.78","-11,964.76","-27,795.17","-22,571.55","-26,523.73","-30,171.61","-24,140.45","-22,920.33","-28,193.63","-21,292.17","-20,530.91","-25,670.47","-21,132.49","-21,324.09","-27,976.53","-23,560.42","-27,844.70","-31,703.47","-24,741.83","-32,667.48","-37,913.78","-29,259.70","-27,197.86","-32,877.35","-25,290.72","-26,177.03","-34,430.28","-28,319.50","-33,436.03","-36,231.00","-26,738.05","-25,719.65","-33,037.99","-24,489.28","-22,968.77",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,41-Wages Recharge,61190,Salary & Wages Recovery - In,Actual,,,,,,,,,,"-46,661.89","-17,506.51","-27,381.50","-35,935.64","-10,325.55","-4,005.25","-4,263.41","-3,167.58","-3,680.91",-573.42,"-6,016.21","-6,755.10","-5,390.61",-27.72,"1,321.90","-9,195.49","-5,559.92","-4,946.47",251.66,"-9,219.12","-37,722.04","-5,858.42","-12,407.38","-15,649.01","-43,501.38","-9,035.12","-11,239.21","-8,005.28","-22,476.06","-64,717.69","-49,444.21","-24,369.19","-20,520.06","-23,467.63","-15,929.68","-14,115.30","-34,849.71","-10,539.07","-11,795.97","-7,846.11","-8,795.42","-12,692.64","-19,972.30","-12,311.04","-7,959.68","-13,811.67","-21,277.49","-15,791.32","-17,017.09","-12,834.98","-52,858.81","-13,448.99","-6,797.68","-6,641.58","-7,702.22","-8,394.71","-8,768.23","-8,205.65","-6,303.98","-7,075.95","-8,175.57","-6,391.36","-5,819.69","-7,547.99","-5,668.17","-6,853.52","-9,187.83","-5,732.26","-9,738.38","-7,367.58","-5,357.49","-5,981.78","-7,767.58","-6,097.37","-7,084.08","-6,847.52","-5,996.77","-6,202.26","-7,987.94","-6,522.71","-7,640.32","-7,200.19","-5,838.59","-5,581.19","-6,827.46","-5,533.85","-4,808.06","-7,837.25","-5,878.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,03-Employment expenses,06-Employee Expenses,41-Wages Recharge,61191,Salary & Wages Recovery - Out,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,834.96","14,037.43","8,774.62","5,933.32","66,425.17","5,012.25","3,573.12","6,384.23","19,295.26","47,213.47","11,476.79","17,446.66","21,603.74","17,642.12","29,207.36","25,544.48","19,905.75","34,328.33","30,659.06","34,621.11","81,508.59","45,615.45","44,102.82","60,583.50","44,474.52","31,049.04","34,037.51","29,433.56","24,223.28","33,755.17","25,923.73","16,438.42","13,153.63","4,123.48",,,,,,,,,,,,,,,,,,,,,,"17,618.00",,,,0.00,"1,001.30","76,551.24",,"2,999.98","3,358.70","4,214.47","3,471.56","7,553.99","33,832.25","31,747.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,07-Other occupancy expenses,50-Utilities,62010,Electricity Water & Gas,Actual,,,,,,,,,,"-5,000.00","-12,000.00","1,302.10","-5,630.29","-5,655.27","-5,860.14","-7,113.69","-7,589.06","-7,122.60","-11,216.18","-8,301.43","-8,576.00","-8,025.46","-7,129.08","-6,407.99","-8,392.61","-6,735.16","-6,496.06","-7,526.43","-7,466.90","-7,227.59","-10,948.68","-10,866.02","-10,370.04","-8,039.67","-10,001.12","-4,952.94","-9,198.06","-9,227.73","-6,141.58","-10,751.58","-6,300.55","-53,230.19","-9,815.67","-9,701.09","-10,145.69","-20,412.67","-44,501.62","-15,669.33","-13,246.93","-15,145.71","-16,142.38","-13,649.34","-16,916.59","-17,170.06","-18,237.19","-20,204.27","-15,545.92","-17,546.85","-12,927.31","-12,220.45","-12,245.75","-12,064.25","-13,491.11","-13,415.95","-15,245.28","-13,561.47","-31,678.06","-6,523.13","-17,254.22","-24,105.25","-15,960.87","-15,762.48","-15,236.63","-14,909.18","-7,200.78","-14,346.39","-14,731.68","-14,080.37","-20,906.04","-16,490.37","-16,277.97","-16,277.97","-11,980.28","-26,885.50","-30,332.04","-19,447.06","-28,372.42","-17,013.86","-16,606.64","-18,935.44","-22,498.93","-13,471.30","-21,359.44","-16,199.94","-16,319.33","-21,067.83","-22,904.38","-17,661.16","-18,096.48","-19,277.66","-16,248.25","-23,170.89","-17,240.94","-17,207.20","-13,683.05","-18,015.10","-28,102.55","-18,436.94","-25,504.21","-21,452.30","-23,621.32","-17,924.31","-17,700.43","-16,022.17","-20,370.79","-2,154.58","-21,228.00","-21,170.75","-14,575.51","-29,413.70","-15,841.92","-17,366.74","-17,952.01","-18,073.88","-21,305.14","-19,387.56","-38,321.68"
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,08-Occupancy rental expenses,51-Turnover rent,62020,Rent - Premium,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,08-Occupancy rental expenses,51-Turnover rent,62030,Rent - Turnover,Actual,,,,,,,,,,,,,,,,,,,,,-701.75,701.75,,,,,,,,,,,,,,,,,,,,,,,,,,"47,971.54",,"7,684.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,08-Occupancy rental expenses,53-Rent,62040,Rent - Base,Actual,,,,,,,,,,"-33,373.02","-46,489.53","-46,489.53","-46,489.54","-46,489.54","-46,489.54","-46,489.54","-46,489.54","-48,349.12","-52,248.19","-48,349.12","-52,248.20","-52,248.20","-52,248.19","-52,248.20","-52,248.20","-52,248.21","-52,248.19","-52,248.21","-52,248.20","-54,195.33","-54,195.34","-54,195.33","-54,195.34","-54,195.33","-54,195.33","-54,195.35","-57,613.57","-107,202.26","-110,609.39","-94,166.67","-94,166.67","-98,066.67","-101,229.67","-98,066.67","-98,066.67","-95,666.67","-143,525.15","-95,666.68","-96,669.39","-96,911.03","-96,910.03","-95,410.06","-98,410.03","-96,910.03","-96,910.03","-96,910.04","-96,910.04","-96,910.04","-96,910.04","-96,901.04","-96,910.04","-95,410.04","-123,825.65","-103,740.45","-100,072.59","-100,072.58","-100,072.58","-100,072.58","-100,672.59","-106,791.13","-106,470.85","-106,637.84","-100,672.58","-103,011.74","-110,048.21","-102,611.74","-48,892.07","-99,728.43","-99,728.43","-99,728.43","-98,228.43","-98,228.42","-98,228.43","-98,228.43","-101,771.26","-102,538.88","-102,538.88","-102,538.88","-102,538.88","-102,538.88","-102,538.88","-102,538.88","-102,538.88","-102,538.88","-102,538.88","-102,538.88","-108,670.71","-109,999.27","-109,999.27","-109,999.27","-109,999.27","-109,999.27","-112,759.19","-110,539.28","-109,999.27","-110,599.27","-109,999.27","-99,999.34","-113,396.53","-114,143.93","-114,743.92","-117,743.93","-114,143.92","-114,143.93","-114,143.93","-114,143.93","-114,143.93","-115,043.93","-114,143.93","-114,143.94","-114,143.93","-116,796.51","-116,796.51","-116,932.87","-117,396.51","-116,796.51","-116,796.51"
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,08-Occupancy rental expenses,53-Rent,62045,Rent - Outgoings,Actual,,,,,,,,,,"-12,680.55","-22,596.04","-24,556.54","-21,539.33","-23,505.04","-23,505.04","-21,134.98","-23,505.05","-23,517.71","-19,618.63","-23,517.71","-19,618.63","-19,618.63","-19,618.64","-19,618.63","-21,494.31","-21,494.30","-21,494.32","-21,090.61","-21,494.31","-21,494.32","-21,494.31","-21,494.32","-21,494.31","-21,494.32","-21,494.32","-16,712.14","-20,388.96",,"19,111.79","-1,180.00",,,,,,,,"-11,242.23","-5,372.94","-5,372.94","-5,372.94","-5,372.94","-5,372.94","-5,372.94","-5,372.94",,,,"-5,759.00",,,,,"-3,390.65",,,,,"-6,985.45","-1,760.00",,,,"-3,214.75",,,,"-6,223.25","-3,170.05","-3,472.28",,"-12,789.29","-1,949.25","-3,193.57","-6,171.85","-3,262.82","-1,803.23","-3,037.81","-3,306.51","-3,651.37","-4,113.41","-4,000.00","-3,282.35","-2,416.67","-3,048.80","-6,500.00","2,953.40","-3,671.00","-6,889.66","-4,878.91","-4,878.91","-2,986.04","-3,000.00","-3,022.89","-2,767.20","-5,112.20","-3,000.00","-9,947.33",493.91,"-4,026.75","-4,026.75",-167.78,"-4,053.90","-4,310.51","-8,000.00","-4,518.98","-4,551.68","-4,772.08","-5,226.89","-4,156.65","-4,196.57","-4,130.15","-4,429.28","-4,400.00","-4,423.47","-4,400.00","-3,136.57"
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,08-Occupancy rental expenses,54-Sub lease income,62050,Rent - Turnover - Sub Lease,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,060.49","19,504.71","17,101.81","16,987.26","20,542.28","16,497.83","17,404.86","23,078.25","17,941.55","18,530.97","22,219.03","18,599.46","18,359.47","22,742.10","18,831.82","20,621.25","23,617.47","20,243.38","21,797.96","25,732.57","22,331.48","22,514.66","32,904.64","28,381.77","29,920.81","39,507.62","33,247.69","37,611.36","46,995.03","33,610.44","33,340.81","43,823.05","31,779.38","29,869.03","38,375.38","30,957.42","34,998.23","43,624.99","33,129.98","36,060.14","42,373.52","32,628.87","31,424.80","36,462.90","32,180.44","34,547.83","35,019.55","28,648.38","30,133.45","43,082.88","29,546.82","37,064.51","44,982.83","34,168.06","33,860.15","43,355.11","33,718.30","27,940.17","38,718.17","32,180.92","31,018.71","40,907.31","34,950.15","38,402.08","42,636.23","33,887.10","35,493.04","41,253.35","29,305.25","32,936.17","38,563.59","32,155.82","31,516.93","41,905.25","32,831.22","38,823.22","45,360.87","33,871.39","34,139.53","43,542.24","30,794.61","29,851.96","36,623.76","30,083.81","29,723.83","39,676.42","32,564.07","36,655.17","42,235.74"
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,08-Occupancy rental expenses,54-Sub lease income,62060,Rent Base - Sub Lease,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00,800.00,-600.00,0.00,,,,,,,,,,,,,,,,,,,"-1,500.00","-1,500.00","-1,500.00",,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,08-Occupancy rental expenses,54-Sub lease income,62070,Rent Outgoings - Sub Lease,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.64,251.60,201.28,201.28,251.60,201.28,201.28,251.60,201.28,201.28,251.60,201.28,201.28,"1,741.57",203.85,203.84,254.80,203.86,203.88,254.85,203.88,203.88,254.85,203.88,203.88,254.85,203.88,203.88,254.85,203.88,203.88,254.85,203.88,203.88,254.85,203.88,203.88,254.85,185.08,185.08,231.35,185.08,185.08,231.35,185.08,231.35,231.35,185.08,185.08,231.35,185.08,185.08,231.35,185.08,185.08,231.35,185.08,185.08,231.35,185.08,185.08,231.35,185.08,185.08,231.35,185.08,185.08,231.35,185.08,185.08,231.35,185.08,185.08,231.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,09-Occupancy straightlining & other adjs,55-lease incentive,62100,Lease Incentives,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.00","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","6,818.18","-13,636.36",0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,04-Occupancy costs,09-Occupancy straightlining & other adjs,56-straight line rent,62110,Straight-Line Rent Adjustment,Actual,,,,,,,,,,"-10,788.47","-10,788.47","-10,788.47","-10,788.47","-10,788.47","-10,788.47","-10,788.47","-10,788.47","-10,788.47","-10,788.47","-10,788.47","-10,788.47","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-8,928.89","-6,994.92","-6,994.92","-6,994.92","-6,994.92","271,588.00","6,994.92",5.08,"-14,000.00",,,,,,,,"-4,983.60","4,983.60",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,05-Buying Fees,10-Buying Fees,60-Buying Fees - expense,63010,Buying  & Management Fees,Actual,0.00,,,,,,,,,"-21,198.23","-27,078.00","-35,300.16","-35,190.41","-28,200.67","-27,644.32","-37,313.74","-30,571.43","-35,158.10","-39,708.03","-30,423.01","-29,723.20","-34,853.62","-28,163.78","-26,827.27","-33,331.52","-26,744.80","-25,771.04","-36,352.02","-29,750.50","-33,942.14","-36,032.04","-28,086.10","-27,820.58","-33,306.74","-25,269.49","-24,701.82","-29,965.34","-23,813.92","-31,283.98","-72,561.47","-59,017.39","-69,351.07","-78,889.07","-63,119.49","-59,929.30","-73,717.26","-55,672.20","-53,681.78","-68,454.60","-56,353.29","-56,864.28","-74,604.04","-62,827.81","-74,252.48","-84,542.57","-65,978.16","-87,113.24","-101,103.36","-78,025.83","-72,527.68","-89,884.82","-69,143.43","-71,566.62","-94,130.51","-77,423.98","-91,412.28","-99,053.49","-73,100.38","-70,316.15","-90,324.07","-66,952.38","-62,795.37",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,06-Other operating expenses,11-Operating Expenses,70-Accounting & audit,64015,Audit Fees,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-799.98,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,06-Other operating expenses,11-Operating Expenses,71-Marketing,64020,Advertising & Marketing,Actual,0.00,,,,,,,,,"-9,630.00","-4,840.00","-6,075.00","-4,375.42","-5,207.68","-3,126.18","-8,702.15","-8,153.49","-5,924.85","-2,246.25","-3,477.09","-4,926.85","-6,130.37","-5,771.30","-2,095.89","-6,119.77","-5,041.25","-5,356.64","-6,055.21","-4,802.25","-5,774.56","-5,325.04","-4,944.71","-4,016.98","-6,102.35","-3,187.08","-4,170.69","-4,664.96","-2,203.82","-4,610.22","-10,114.81","-7,487.75","-17,466.37","-9,303.51","-8,495.39","-7,144.76","-12,797.93","-10,326.91","-3,817.28","-8,929.36","-7,968.14","-9,422.63","-8,077.21","-9,044.24","-13,010.44","-7,300.78","-7,371.28","-9,863.01","-11,321.55","-6,107.71","-12,207.97","-6,624.65","-4,580.80","-6,507.40","-6,056.25","-8,470.04","-10,609.38","-6,788.52","-4,352.12","-7,501.15","-9,642.60","-8,625.17","-10,474.23",,,,,,-245.00,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,NewStores,64,64 - HFM Leichhardt,910,01-P&L,06-Other operating expenses,11-Operating Expenses,71-Marketing,64025,Local Store Marketing,Actual,,,,,,,,,,,,,,-90.00,,-450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-600.00,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
